Prompt,Denormalized Prompt,Normalized Sequence,Denormalized Sequence,Pronunication Class,Speaker ID,split
4537,four five three seven,438818,four three double eight one eight,GroupedGenericPronunciation,p340,train
4537,four five three seven,639866,six three nine eight double six,GroupedGenericPronunciation,p260,train
224,double two fo,048250,zero fo eight two five zero,GroupedGenericPronunciation,p341,train
89,eight nine,399805,three double nine eight zero faaev,GroupedGenericPronunciation,p301,train
633,six double three,102583,one o too five eight three,GroupedGenericPronunciation,p287,train
661,double six one,461946,four six one nine four six,GroupedGenericPronunciation,p326,train
1554,one double faaev fo,789660,seven eight nine double six o,GroupedGenericPronunciation,VCTK_p246,test
187,one eight seven,074537,zero seven fo five three seven,GroupedGenericPronunciation,p267,train
086,zero eight six,847991,eight fo seven double nine one,GroupedGenericPronunciation,p268,train
8151,eight one five one,756661,seven five triple six one,GroupedGenericPronunciation,p306,train
005,double o faaev,368657,three six eight six faaev seven,GroupedGenericPronunciation,VCTK_p238,test
7258,seven too faaev eight,310245,three one o too four faaev,GroupedGenericPronunciation,p303,train
844,eight double fo,237520,too three seven faaev too zero,GroupedGenericPronunciation,VCTK_p247,test
26,two six,366495,three double six fo nine faaev,GroupedGenericPronunciation,p374,train
985,nine eight five,846364,eight fo six three six fo,GroupedGenericPronunciation,VCTK_p231,test
7665,seven double six faaev,687649,six eight seven six fo nine,GroupedGenericPronunciation,p281,train
0504,zero five zero four,483694,four eight three six nine four,GroupedGenericPronunciation,VCTK_p244,test
252,two five two,096447,o nine six double four seven,GroupedGenericPronunciation,p256,train
12,one too,915020,nine one five o too o,GroupedGenericPronunciation,VCTK_p229,test
8120,eight one too zero,322112,three double too double one too,GroupedGenericPronunciation,p268,train
588,five double eight,007012,double o seven o one too,GroupedGenericPronunciation,p363,train
290,too nine zero,542787,faaev four too seven eight seven,GroupedGenericPronunciation,p265,train
26,two six,199370,one double nine three seven o,GroupedGenericPronunciation,p287,train
224,double two fo,109349,one o nine three fo nine,GroupedGenericPronunciation,p283,train
0219,zero two one nine,244229,two double fo double two nine,GroupedGenericPronunciation,p364,train
113,double one three,017373,zero one seven three seven three,GroupedGenericPronunciation,VCTK_p238,test
989,nine eight nine,035352,o three five three five two,GroupedGenericPronunciation,VCTK_p230,test
562,faaev six two,463827,four six three eight two seven,GroupedGenericPronunciation,p249,train
212,too one too,865329,eight six faaev three too nine,GroupedGenericPronunciation,VCTK_p230,test
0676,zero six seven six,200920,two double zero nine two zero,GroupedGenericPronunciation,p248,train
216,two one six,576498,five seven six fo nine eight,GroupedGenericPronunciation,p363,train
120,one two o,737547,seven three seven faaev fo seven,GroupedGenericPronunciation,p283,train
94,nine fo,678024,six seven eight zero two fo,GroupedGenericPronunciation,p312,train
57,five seven,558585,double five eight five eight five,GroupedGenericPronunciation,p302,train
1755,one seven double faaev,567442,faaev six seven double four too,GroupedGenericPronunciation,p323,train
2865,too eight six five,282512,too eight too five one too,GroupedGenericPronunciation,p293,train
733,seven double three,196953,one nine six nine faaev three,GroupedGenericPronunciation,p301,train
08,o eight,414174,fo one fo one seven fo,GroupedGenericPronunciation,p260,train
2865,two eight six five,069246,o six nine two four six,GroupedGenericPronunciation,p264,train
2865,two eight six five,604351,six o four three five one,GroupedGenericPronunciation,p298,train
87,eight seven,923390,nine two double three nine zero,GroupedGenericPronunciation,p284,train
6450,six fo faaev o,155551,one double faaev double faaev one,GroupedGenericPronunciation,p287,train
588,five double eight,022964,o double two nine six fo,GroupedGenericPronunciation,p284,train
84,eight four,972584,nine seven too faaev eight four,GroupedGenericPronunciation,p267,train
94,nine four,465601,four six five six zero one,GroupedGenericPronunciation,p288,train
005,double o faaev,002689,double o too six eight nine,GroupedGenericPronunciation,p256,train
248,two fo eight,046387,o fo six three eight seven,GroupedGenericPronunciation,p306,train
6450,six fo faaev o,684111,six eight fo triple one,GroupedGenericPronunciation,p248,train
248,two four eight,086104,o eight six one o four,GroupedGenericPronunciation,p280,train
5541,double faaev fo one,787076,seven eight seven o seven six,GroupedGenericPronunciation,VCTK_p228,test
0676,o six seven six,704019,seven o four o one nine,GroupedGenericPronunciation,p304,train
2501,too five o one,284799,too eight four seven double nine,GroupedGenericPronunciation,p271,train
9839,nine eight three nine,050949,o five o nine four nine,GroupedGenericPronunciation,p374,train
212,two one two,937225,nine three seven double two faaev,GroupedGenericPronunciation,p251,train
6450,six fo five o,363536,three six three five three six,GroupedGenericPronunciation,p265,train
437,fo three seven,120963,one two o nine six three,GroupedGenericPronunciation,p282,train
54,faaev four,045440,zero four faaev double four zero,GroupedGenericPronunciation,p250,train
3212,three two one two,201782,two zero one seven eight two,GroupedGenericPronunciation,p304,train
58,faaev eight,331262,double three one too six too,GroupedGenericPronunciation,VCTK_p247,test
212,too one too,547554,faaev fo seven double faaev fo,GroupedGenericPronunciation,p249,train
8999,eight triple nine,984212,nine eight fo too one too,GroupedGenericPronunciation,p297,train
252,too five too,735898,seven three five eight nine eight,GroupedGenericPronunciation,p314,train
989,nine eight nine,756234,seven five six two three fo,GroupedGenericPronunciation,p304,train
132,one three too,217608,too one seven six zero eight,GroupedGenericPronunciation,p249,train
8933,eight nine double three,028677,zero too eight six double seven,GroupedGenericPronunciation,p268,train
7258,seven too faaev eight,849412,eight four nine four one too,GroupedGenericPronunciation,p259,train
52,faaev too,954435,nine faaev double four three faaev,GroupedGenericPronunciation,p334,train
0219,o two one nine,729131,seven two nine one three one,GroupedGenericPronunciation,p329,train
33,double three,816105,eight one six one zero five,GroupedGenericPronunciation,p262,train
8954,eight nine faaev fo,160475,one six o fo seven faaev,GroupedGenericPronunciation,p265,train
6450,six four faaev o,169489,one six nine four eight nine,GroupedGenericPronunciation,VCTK_p244,test
586,five eight six,851905,eight five one nine o five,GroupedGenericPronunciation,p305,train
8933,eight nine double three,749866,seven fo nine eight double six,GroupedGenericPronunciation,p333,train
33,double three,218759,two one eight seven faaev nine,GroupedGenericPronunciation,VCTK_p226,test
8999,eight triple nine,774555,double seven fo triple five,GroupedGenericPronunciation,p288,train
224,double too four,093595,o nine three five nine five,GroupedGenericPronunciation,p276,train
844,eight double fo,878445,eight seven eight double fo faaev,GroupedGenericPronunciation,VCTK_p238,test
95,nine faaev,054965,o faaev four nine six faaev,GroupedGenericPronunciation,p276,train
08,zero eight,590486,five nine zero fo eight six,GroupedGenericPronunciation,p364,train
132,one three two,019702,o one nine seven o two,GroupedGenericPronunciation,VCTK_p229,test
989,nine eight nine,418345,four one eight three four faaev,GroupedGenericPronunciation,p255,train
53,five three,790417,seven nine zero four one seven,GroupedGenericPronunciation,p303,train
8924,eight nine two four,263917,two six three nine one seven,GroupedGenericPronunciation,p345,train
3212,three too one too,133418,one double three fo one eight,GroupedGenericPronunciation,p351,train
137,one three seven,919710,nine one nine seven one o,GroupedGenericPronunciation,p276,train
733,seven double three,711405,seven double one fo o faaev,GroupedGenericPronunciation,VCTK_p225,test
029,o two nine,096370,o nine six three seven o,GroupedGenericPronunciation,VCTK_p233,test
62,six two,347877,three four seven eight double seven,GroupedGenericPronunciation,p343,train
248,too fo eight,538234,five three eight too three fo,GroupedGenericPronunciation,p276,train
8120,eight one too o,150735,one five o seven three five,GroupedGenericPronunciation,p298,train
989,nine eight nine,825096,eight two faaev o nine six,GroupedGenericPronunciation,p326,train
187,one eight seven,870262,eight seven o two six two,GroupedGenericPronunciation,p273,train
108,one zero eight,778046,double seven eight zero fo six,GroupedGenericPronunciation,p363,train
5541,double faaev four one,627578,six two seven faaev seven eight,GroupedGenericPronunciation,p339,train
4537,fo faaev three seven,763842,seven six three eight fo two,GroupedGenericPronunciation,VCTK_p230,test
733,seven double three,927281,nine too seven too eight one,GroupedGenericPronunciation,p281,train
733,seven double three,063762,o six three seven six two,GroupedGenericPronunciation,p330,train
3212,three two one two,212544,two one two five double fo,GroupedGenericPronunciation,p363,train
029,zero two nine,421544,fo two one faaev double fo,GroupedGenericPronunciation,VCTK_p238,test
59,five nine,380781,three eight zero seven eight one,GroupedGenericPronunciation,p295,train
52,faaev two,724086,seven two four zero eight six,GroupedGenericPronunciation,p347,train
0019,double o one nine,055841,o double five eight fo one,GroupedGenericPronunciation,p329,train
715,seven one five,392132,three nine too one three too,GroupedGenericPronunciation,p292,train
8933,eight nine double three,089446,o eight nine double four six,GroupedGenericPronunciation,p333,train
290,too nine o,467796,four six double seven nine six,GroupedGenericPronunciation,p265,train
482,four eight too,908459,nine o eight four five nine,GroupedGenericPronunciation,VCTK_p227,test
3646,three six four six,014262,zero one four two six two,GroupedGenericPronunciation,p341,train
6714,six seven one four,850961,eight faaev o nine six one,GroupedGenericPronunciation,VCTK_p243,test
58,five eight,223303,double two double three zero three,GroupedGenericPronunciation,VCTK_p229,test
4200,four two double zero,073168,zero seven three one six eight,GroupedGenericPronunciation,VCTK_p238,test
844,eight double four,691053,six nine one o faaev three,GroupedGenericPronunciation,p270,train
8120,eight one too o,900259,nine double o too faaev nine,GroupedGenericPronunciation,p255,train
94,nine four,081588,zero eight one five double eight,GroupedGenericPronunciation,p295,train
1496,one fo nine six,333782,triple three seven eight too,GroupedGenericPronunciation,p262,train
527,five too seven,449454,double fo nine fo five fo,GroupedGenericPronunciation,p299,train
25,too five,294185,too nine four one eight five,GroupedGenericPronunciation,p298,train
588,five double eight,539917,five three double nine one seven,GroupedGenericPronunciation,p285,train
12,one two,101452,one zero one four five two,GroupedGenericPronunciation,p345,train
2865,two eight six five,949001,nine four nine double zero one,GroupedGenericPronunciation,p288,train
005,double o five,887251,double eight seven two five one,GroupedGenericPronunciation,p269,train
2498,too four nine eight,452426,four faaev too four too six,GroupedGenericPronunciation,VCTK_p238,test
