Prompt,Denormalized Prompt,Normalized Sequence,Denormalized Sequence,Pronunication Class,Speaker ID,split,prompt_path,seq_path,prompt_path_audio,seq_path_audio
84,eight fo,1xnocz,one eks aen oh see zed,GroupedGenericPronunciation,p269,train,dump/alphanumeric_features/6587_prompt.pth,dump/alphanumeric_features/6587_seq.pth,dump/alphanumeric/6587_prompt.wav,dump/alphanumeric/6587_seq.wav
74,seven fo,9wf3tp,nine double u ef three tee p,GroupedGenericPronunciation,p364,train,dump/alphanumeric_features/6588_prompt.pth,dump/alphanumeric_features/6588_seq.pth,dump/alphanumeric/6588_prompt.wav,dump/alphanumeric/6588_seq.wav
278,two seven eight,k5lbmh,k five el bee am aeych,GroupedGenericPronunciation,p314,train,dump/alphanumeric_features/6589_prompt.pth,dump/alphanumeric_features/6589_seq.pth,dump/alphanumeric/6589_prompt.wav,dump/alphanumeric/6589_seq.wav
751,seven five one,de20qp,dee ee two zero q pee,GroupedGenericPronunciation,p276,train,dump/alphanumeric_features/6591_prompt.pth,dump/alphanumeric_features/6591_seq.pth,dump/alphanumeric/6591_prompt.wav,dump/alphanumeric/6591_seq.wav
j0,j zero,ahsclq,ae h s see l q,GroupedGenericPronunciation,p270,train,dump/alphanumeric_features/6592_prompt.pth,dump/alphanumeric_features/6592_seq.pth,dump/alphanumeric/6592_prompt.wav,dump/alphanumeric/6592_seq.wav
574,five seven fo,sbq76q,es bee q seven six cuu,GroupedGenericPronunciation,p251,train,dump/alphanumeric_features/6593_prompt.pth,dump/alphanumeric_features/6593_seq.pth,dump/alphanumeric/6593_prompt.wav,dump/alphanumeric/6593_seq.wav
9269,nine two six nine,54gecb,five fo jee ee see bee,GroupedGenericPronunciation,p307,train,dump/alphanumeric_features/6597_prompt.pth,dump/alphanumeric_features/6597_seq.pth,dump/alphanumeric/6597_prompt.wav,dump/alphanumeric/6597_seq.wav
78,seven eight,qlnq28,q l n cuu two eight,GroupedGenericPronunciation,p299,train,dump/alphanumeric_features/6598_prompt.pth,dump/alphanumeric_features/6598_seq.pth,dump/alphanumeric/6598_prompt.wav,dump/alphanumeric/6598_seq.wav
150,one five zero,vmht57,v am h tee five seven,GroupedGenericPronunciation,p351,train,dump/alphanumeric_features/6599_prompt.pth,dump/alphanumeric_features/6599_seq.pth,dump/alphanumeric/6599_prompt.wav,dump/alphanumeric/6599_seq.wav
bm,bee em,isdt77,eye es dee ti double seven,GroupedGenericPronunciation,p285,train,dump/alphanumeric_features/6601_prompt.pth,dump/alphanumeric_features/6601_seq.pth,dump/alphanumeric/6601_prompt.wav,dump/alphanumeric/6601_seq.wav
78,seven eight,6osa39,six oh s ae three nine,GroupedGenericPronunciation,p305,train,dump/alphanumeric_features/6602_prompt.pth,dump/alphanumeric_features/6602_seq.pth,dump/alphanumeric/6602_prompt.wav,dump/alphanumeric/6602_seq.wav
57,five seven,rusd5x,r uu es dee five eks,GroupedGenericPronunciation,p316,train,dump/alphanumeric_features/6603_prompt.pth,dump/alphanumeric_features/6603_seq.pth,dump/alphanumeric/6603_prompt.wav,dump/alphanumeric/6603_seq.wav
c0hz,see zero aeych zee,2u2go3,two uu two jee oh three,GroupedGenericPronunciation,p275,train,dump/alphanumeric_features/6604_prompt.pth,dump/alphanumeric_features/6604_seq.pth,dump/alphanumeric/6604_prompt.wav,dump/alphanumeric/6604_seq.wav
4811,four eight double one,xly6xp,eks l y six x p,GroupedGenericPronunciation,p294,train,dump/alphanumeric_features/6605_prompt.pth,dump/alphanumeric_features/6605_seq.pth,dump/alphanumeric/6605_prompt.wav,dump/alphanumeric/6605_seq.wav
sgct,es jee see tee,iqg0hp,i q jee zero aeych pee,GroupedGenericPronunciation,p262,train,dump/alphanumeric_features/6606_prompt.pth,dump/alphanumeric_features/6606_seq.pth,dump/alphanumeric/6606_prompt.wav,dump/alphanumeric/6606_seq.wav
izo,eye z oo,il4ic9,eye el fo eye see nine,GroupedGenericPronunciation,p249,train,dump/alphanumeric_features/6607_prompt.pth,dump/alphanumeric_features/6607_seq.pth,dump/alphanumeric/6607_prompt.wav,dump/alphanumeric/6607_seq.wav
q3v,q three wee,o4hrwz,o four haych aar double you zee,GroupedGenericPronunciation,p302,train,dump/alphanumeric_features/6608_prompt.pth,dump/alphanumeric_features/6608_seq.pth,dump/alphanumeric/6608_prompt.wav,dump/alphanumeric/6608_seq.wav
mi,em eye,rsdju2,arr s dee jay you too,GroupedGenericPronunciation,p281,train,dump/alphanumeric_features/6609_prompt.pth,dump/alphanumeric_features/6609_seq.pth,dump/alphanumeric/6609_prompt.wav,dump/alphanumeric/6609_seq.wav
65,six faaev,npzm7e,en p zed em seven ee,GroupedGenericPronunciation,p278,train,dump/alphanumeric_features/6610_prompt.pth,dump/alphanumeric_features/6610_seq.pth,dump/alphanumeric/6610_prompt.wav,dump/alphanumeric/6610_seq.wav
016,zero one six,awsw93,ae double u es double you nine three,GroupedGenericPronunciation,p340,train,dump/alphanumeric_features/6611_prompt.pth,dump/alphanumeric_features/6611_seq.pth,dump/alphanumeric/6611_prompt.wav,dump/alphanumeric/6611_seq.wav
db,dee bee,dwoklz,dee double you oo kay el z,GroupedGenericPronunciation,p326,train,dump/alphanumeric_features/6612_prompt.pth,dump/alphanumeric_features/6612_seq.pth,dump/alphanumeric/6612_prompt.wav,dump/alphanumeric/6612_seq.wav
50,five zero,01fo4c,zero one ef o four see,GroupedGenericPronunciation,p270,train,dump/alphanumeric_features/6613_prompt.pth,dump/alphanumeric_features/6613_seq.pth,dump/alphanumeric/6613_prompt.wav,dump/alphanumeric/6613_seq.wav
aa00,ae ae double zero,oozke9,oh o zed kay ee nine,GroupedGenericPronunciation,p308,train,dump/alphanumeric_features/6614_prompt.pth,dump/alphanumeric_features/6614_seq.pth,dump/alphanumeric/6614_prompt.wav,dump/alphanumeric/6614_seq.wav
8718,eight seven one eight,6va4ol,six wee ae fo o l,GroupedGenericPronunciation,p300,train,dump/alphanumeric_features/6615_prompt.pth,dump/alphanumeric_features/6615_seq.pth,dump/alphanumeric/6615_prompt.wav,dump/alphanumeric/6615_seq.wav
q3v,q three wee,vojnvf,v o j n wee ef,GroupedGenericPronunciation,p249,train,dump/alphanumeric_features/6616_prompt.pth,dump/alphanumeric_features/6616_seq.pth,dump/alphanumeric/6616_prompt.wav,dump/alphanumeric/6616_seq.wav
er,ee arr,gd9kkh,jee dee nine k kay aeych,GroupedGenericPronunciation,p262,train,dump/alphanumeric_features/6617_prompt.pth,dump/alphanumeric_features/6617_seq.pth,dump/alphanumeric/6617_prompt.wav,dump/alphanumeric/6617_seq.wav
088,zero double eight,qq9p9a,q cuu nine pee nine ae,GroupedGenericPronunciation,p268,train,dump/alphanumeric_features/6618_prompt.pth,dump/alphanumeric_features/6618_seq.pth,dump/alphanumeric/6618_prompt.wav,dump/alphanumeric/6618_seq.wav
78,seven eight,cx3zeb,see x three zee ee bee,GroupedGenericPronunciation,p376,train,dump/alphanumeric_features/6619_prompt.pth,dump/alphanumeric_features/6619_seq.pth,dump/alphanumeric/6619_prompt.wav,dump/alphanumeric/6619_seq.wav
lbf,el bee ef,uelgqc,you ee l jee q see,GroupedGenericPronunciation,p305,train,dump/alphanumeric_features/6620_prompt.pth,dump/alphanumeric_features/6620_seq.pth,dump/alphanumeric/6620_prompt.wav,dump/alphanumeric/6620_seq.wav
088,zero double eight,34tuw3,three four ti you double you three,GroupedGenericPronunciation,p302,train,dump/alphanumeric_features/6621_prompt.pth,dump/alphanumeric_features/6621_seq.pth,dump/alphanumeric/6621_prompt.wav,dump/alphanumeric/6621_seq.wav
ef,ee ef,z0dnut,zee zero dee aen you ti,GroupedGenericPronunciation,p305,train,dump/alphanumeric_features/6622_prompt.pth,dump/alphanumeric_features/6622_seq.pth,dump/alphanumeric/6622_prompt.wav,dump/alphanumeric/6622_seq.wav
aa00,ae ae double zero,0ln3bh,zero el aen three bee haych,GroupedGenericPronunciation,p362,train,dump/alphanumeric_features/6624_prompt.pth,dump/alphanumeric_features/6624_seq.pth,dump/alphanumeric/6624_prompt.wav,dump/alphanumeric/6624_seq.wav
sgct,s jee see ti,9hw7f9,nine h double u seven ef nine,GroupedGenericPronunciation,p323,train,dump/alphanumeric_features/6625_prompt.pth,dump/alphanumeric_features/6625_seq.pth,dump/alphanumeric/6625_prompt.wav,dump/alphanumeric/6625_seq.wav
dfo,dee ef oo,mx88ar,am eks double eight ae r,GroupedGenericPronunciation,p333,train,dump/alphanumeric_features/6626_prompt.pth,dump/alphanumeric_features/6626_seq.pth,dump/alphanumeric/6626_prompt.wav,dump/alphanumeric/6626_seq.wav
0bua,zero bee uu ae,pjv7bg,p jay v seven bee jee,GroupedGenericPronunciation,p298,train,dump/alphanumeric_features/6627_prompt.pth,dump/alphanumeric_features/6627_seq.pth,dump/alphanumeric/6627_prompt.wav,dump/alphanumeric/6627_seq.wav
97,nine seven,w0u1x3,double you zero uu one eks three,GroupedGenericPronunciation,p268,train,dump/alphanumeric_features/6628_prompt.pth,dump/alphanumeric_features/6628_seq.pth,dump/alphanumeric/6628_prompt.wav,dump/alphanumeric/6628_seq.wav
84,eight four,xnvjo6,x n wee jay o six,GroupedGenericPronunciation,p364,train,dump/alphanumeric_features/6629_prompt.pth,dump/alphanumeric_features/6629_seq.pth,dump/alphanumeric/6629_prompt.wav,dump/alphanumeric/6629_seq.wav
3sk,three s k,brl0r2,bee r el zero aar two,GroupedGenericPronunciation,p288,train,dump/alphanumeric_features/6630_prompt.pth,dump/alphanumeric_features/6630_seq.pth,dump/alphanumeric/6630_prompt.wav,dump/alphanumeric/6630_seq.wav
574,five seven fo,o3dag7,oh three dee ae jee seven,GroupedGenericPronunciation,p351,train,dump/alphanumeric_features/6631_prompt.pth,dump/alphanumeric_features/6631_seq.pth,dump/alphanumeric/6631_prompt.wav,dump/alphanumeric/6631_seq.wav
db,dee bee,vc9bee,wee see nine bee ee ee,GroupedGenericPronunciation,p281,train,dump/alphanumeric_features/6632_prompt.pth,dump/alphanumeric_features/6632_seq.pth,dump/alphanumeric/6632_prompt.wav,dump/alphanumeric/6632_seq.wav
574,five seven fo,0y7hae,zero y seven haych ae ee,GroupedGenericPronunciation,p288,train,dump/alphanumeric_features/6633_prompt.pth,dump/alphanumeric_features/6633_seq.pth,dump/alphanumeric/6633_prompt.wav,dump/alphanumeric/6633_seq.wav
7297,seven too nine seven,1rrwif,one aar r double you eye ef,GroupedGenericPronunciation,p364,train,dump/alphanumeric_features/6634_prompt.pth,dump/alphanumeric_features/6634_seq.pth,dump/alphanumeric/6634_prompt.wav,dump/alphanumeric/6634_seq.wav
lef,el ee ef,ros23p,arr oo es too three p,GroupedGenericPronunciation,p251,train,dump/alphanumeric_features/6635_prompt.pth,dump/alphanumeric_features/6635_seq.pth,dump/alphanumeric/6635_prompt.wav,dump/alphanumeric/6635_seq.wav
gf,jee ef,1o8tw6,one oh eight ti double you six,GroupedGenericPronunciation,p312,train,dump/alphanumeric_features/6636_prompt.pth,dump/alphanumeric_features/6636_seq.pth,dump/alphanumeric/6636_prompt.wav,dump/alphanumeric/6636_seq.wav
918,nine one eight,kiv6a7,k i wee six ae seven,GroupedGenericPronunciation,p313,train,dump/alphanumeric_features/6637_prompt.pth,dump/alphanumeric_features/6637_seq.pth,dump/alphanumeric/6637_prompt.wav,dump/alphanumeric/6637_seq.wav
9q,nine cuu,wzwkxi,double u zed double u kay x eye,GroupedGenericPronunciation,p257,train,dump/alphanumeric_features/6639_prompt.pth,dump/alphanumeric_features/6639_seq.pth,dump/alphanumeric/6639_prompt.wav,dump/alphanumeric/6639_seq.wav
4811,fo eight double one,tr1gqo,ti r one jee q o,GroupedGenericPronunciation,p266,train,dump/alphanumeric_features/6641_prompt.pth,dump/alphanumeric_features/6641_seq.pth,dump/alphanumeric/6641_prompt.wav,dump/alphanumeric/6641_seq.wav
pbp,pee bee p,u2r0mc,uu too arr zero m see,GroupedGenericPronunciation,p363,train,dump/alphanumeric_features/6642_prompt.pth,dump/alphanumeric_features/6642_seq.pth,dump/alphanumeric/6642_prompt.wav,dump/alphanumeric/6642_seq.wav
off,oh ef ef,4ql71n,fo q l seven one n,GroupedGenericPronunciation,p260,train,dump/alphanumeric_features/6643_prompt.pth,dump/alphanumeric_features/6643_seq.pth,dump/alphanumeric/6643_prompt.wav,dump/alphanumeric/6643_seq.wav
ttqm,ti tee cuu em,62gsc1,six two jee es see one,GroupedGenericPronunciation,p268,train,dump/alphanumeric_features/6644_prompt.pth,dump/alphanumeric_features/6644_seq.pth,dump/alphanumeric/6644_prompt.wav,dump/alphanumeric/6644_seq.wav
ndwr,n dee double you aar,8h5bw7,eight aeych five bee double u seven,GroupedGenericPronunciation,p351,train,dump/alphanumeric_features/6645_prompt.pth,dump/alphanumeric_features/6645_seq.pth,dump/alphanumeric/6645_prompt.wav,dump/alphanumeric/6645_seq.wav
549,faaev four nine,w87m3h,double u eight seven m three aeych,GroupedGenericPronunciation,p341,train,dump/alphanumeric_features/6646_prompt.pth,dump/alphanumeric_features/6646_seq.pth,dump/alphanumeric/6646_prompt.wav,dump/alphanumeric/6646_seq.wav
51,five one,hat6nr,haych ae ti six aen arr,GroupedGenericPronunciation,p277,train,dump/alphanumeric_features/6648_prompt.pth,dump/alphanumeric_features/6648_seq.pth,dump/alphanumeric/6648_prompt.wav,dump/alphanumeric/6648_seq.wav
sgct,es jee see tee,3cv7nx,three see v seven en x,GroupedGenericPronunciation,p268,train,dump/alphanumeric_features/6649_prompt.pth,dump/alphanumeric_features/6649_seq.pth,dump/alphanumeric/6649_prompt.wav,dump/alphanumeric/6649_seq.wav
505,faaev zero faaev,0r56j1,zero arr faaev six jay one,GroupedGenericPronunciation,p249,train,dump/alphanumeric_features/6650_prompt.pth,dump/alphanumeric_features/6650_seq.pth,dump/alphanumeric/6650_prompt.wav,dump/alphanumeric/6650_seq.wav
pbp,p bee pee,p6sret,p six es arr ee ti,GroupedGenericPronunciation,p339,train,dump/alphanumeric_features/6652_prompt.pth,dump/alphanumeric_features/6652_seq.pth,dump/alphanumeric/6652_prompt.wav,dump/alphanumeric/6652_seq.wav
8020,eight zero too zero,ueatv1,uu ee ae tee v one,GroupedGenericPronunciation,p360,train,dump/alphanumeric_features/6653_prompt.pth,dump/alphanumeric_features/6653_seq.pth,dump/alphanumeric/6653_prompt.wav,dump/alphanumeric/6653_seq.wav
dfo,dee ef oh,5xgke9,faaev eks jee kay ee nine,GroupedGenericPronunciation,p376,train,dump/alphanumeric_features/6654_prompt.pth,dump/alphanumeric_features/6654_seq.pth,dump/alphanumeric/6654_prompt.wav,dump/alphanumeric/6654_seq.wav
14,one four,amrp2k,ae am arr pee two k,GroupedGenericPronunciation,p275,train,dump/alphanumeric_features/6656_prompt.pth,dump/alphanumeric_features/6656_seq.pth,dump/alphanumeric/6656_prompt.wav,dump/alphanumeric/6656_seq.wav
pbp,p bee p,1fd4sg,one ef dee four s jee,GroupedGenericPronunciation,p318,train,dump/alphanumeric_features/6657_prompt.pth,dump/alphanumeric_features/6657_seq.pth,dump/alphanumeric/6657_prompt.wav,dump/alphanumeric/6657_seq.wav
4811,fo eight double one,cdurnw,see dee you arr en double u,GroupedGenericPronunciation,p299,train,dump/alphanumeric_features/6658_prompt.pth,dump/alphanumeric_features/6658_seq.pth,dump/alphanumeric/6658_prompt.wav,dump/alphanumeric/6658_seq.wav
8774,eight double seven four,s2pav5,s two pee ae wee faaev,GroupedGenericPronunciation,p274,train,dump/alphanumeric_features/6659_prompt.pth,dump/alphanumeric_features/6659_seq.pth,dump/alphanumeric/6659_prompt.wav,dump/alphanumeric/6659_seq.wav
751,seven five one,tjp79n,ti jay p seven nine en,GroupedGenericPronunciation,p274,train,dump/alphanumeric_features/6661_prompt.pth,dump/alphanumeric_features/6661_seq.pth,dump/alphanumeric/6661_prompt.wav,dump/alphanumeric/6661_seq.wav
574,faaev seven fo,0vfesj,zero v ef ee s jay,GroupedGenericPronunciation,p269,train,dump/alphanumeric_features/6663_prompt.pth,dump/alphanumeric_features/6663_seq.pth,dump/alphanumeric/6663_prompt.wav,dump/alphanumeric/6663_seq.wav
7626,seven six too six,ywrmr1,y double you arr am r one,GroupedGenericPronunciation,p310,train,dump/alphanumeric_features/6665_prompt.pth,dump/alphanumeric_features/6665_seq.pth,dump/alphanumeric/6665_prompt.wav,dump/alphanumeric/6665_seq.wav
sjy,es jay y,j6om5s,jay six oo m five s,GroupedGenericPronunciation,p269,train,dump/alphanumeric_features/6666_prompt.pth,dump/alphanumeric_features/6666_seq.pth,dump/alphanumeric/6666_prompt.wav,dump/alphanumeric/6666_seq.wav
57,five seven,o0uda6,o zero uu dee ae six,GroupedGenericPronunciation,p271,train,dump/alphanumeric_features/6668_prompt.pth,dump/alphanumeric_features/6668_seq.pth,dump/alphanumeric/6668_prompt.wav,dump/alphanumeric/6668_seq.wav
4811,fo eight double one,gqpin0,jee q p eye aen zero,GroupedGenericPronunciation,p362,train,dump/alphanumeric_features/6669_prompt.pth,dump/alphanumeric_features/6669_seq.pth,dump/alphanumeric/6669_prompt.wav,dump/alphanumeric/6669_seq.wav
74,seven fo,gstd73,jee s ti dee seven three,GroupedGenericPronunciation,p286,train,dump/alphanumeric_features/6670_prompt.pth,dump/alphanumeric_features/6670_seq.pth,dump/alphanumeric/6670_prompt.wav,dump/alphanumeric/6670_seq.wav
980,nine eight zero,w3d1kr,double u three dee one kay r,GroupedGenericPronunciation,p363,train,dump/alphanumeric_features/6671_prompt.pth,dump/alphanumeric_features/6671_seq.pth,dump/alphanumeric/6671_prompt.wav,dump/alphanumeric/6671_seq.wav
ndwr,n dee double you arr,lrio67,l arr eye oh six seven,GroupedGenericPronunciation,p270,train,dump/alphanumeric_features/6672_prompt.pth,dump/alphanumeric_features/6672_seq.pth,dump/alphanumeric/6672_prompt.wav,dump/alphanumeric/6672_seq.wav
j0,j zero,fkeyo7,ef kay ee why o seven,GroupedGenericPronunciation,p314,train,dump/alphanumeric_features/6674_prompt.pth,dump/alphanumeric_features/6674_seq.pth,dump/alphanumeric/6674_prompt.wav,dump/alphanumeric/6674_seq.wav
731,seven three one,ziukb1,z eye uu kay bee one,GroupedGenericPronunciation,p258,train,dump/alphanumeric_features/6675_prompt.pth,dump/alphanumeric_features/6675_seq.pth,dump/alphanumeric/6675_prompt.wav,dump/alphanumeric/6675_seq.wav
m6lx,am six l eks,gj2zo2,jee jay too zed o too,GroupedGenericPronunciation,p314,train,dump/alphanumeric_features/6676_prompt.pth,dump/alphanumeric_features/6676_seq.pth,dump/alphanumeric/6676_prompt.wav,dump/alphanumeric/6676_seq.wav
8774,eight double seven fo,7w4wkp,seven double you fo double you k pee,GroupedGenericPronunciation,p266,train,dump/alphanumeric_features/6677_prompt.pth,dump/alphanumeric_features/6677_seq.pth,dump/alphanumeric/6677_prompt.wav,dump/alphanumeric/6677_seq.wav
731,seven three one,wbx4c6,double u bee eks fo see six,GroupedGenericPronunciation,p251,train,dump/alphanumeric_features/6679_prompt.pth,dump/alphanumeric_features/6679_seq.pth,dump/alphanumeric/6679_prompt.wav,dump/alphanumeric/6679_seq.wav
97,nine seven,wlazvc,double u l ae z wee see,GroupedGenericPronunciation,p345,train,dump/alphanumeric_features/6680_prompt.pth,dump/alphanumeric_features/6680_seq.pth,dump/alphanumeric/6680_prompt.wav,dump/alphanumeric/6680_seq.wav
nt,aen ti,2bukut,too bee you kay uu ti,GroupedGenericPronunciation,p292,train,dump/alphanumeric_features/6681_prompt.pth,dump/alphanumeric_features/6681_seq.pth,dump/alphanumeric/6681_prompt.wav,dump/alphanumeric/6681_seq.wav
ndwr,aen dee double u aar,hqrfup,aeych q r ef you pee,GroupedGenericPronunciation,p297,train,dump/alphanumeric_features/6682_prompt.pth,dump/alphanumeric_features/6682_seq.pth,dump/alphanumeric/6682_prompt.wav,dump/alphanumeric/6682_seq.wav
14,one fo,36qyan,three six cuu y ae en,GroupedGenericPronunciation,p288,train,dump/alphanumeric_features/6683_prompt.pth,dump/alphanumeric_features/6683_seq.pth,dump/alphanumeric/6683_prompt.wav,dump/alphanumeric/6683_seq.wav
088,zero double eight,2muybc,too am you wai bee see,GroupedGenericPronunciation,p254,train,dump/alphanumeric_features/6684_prompt.pth,dump/alphanumeric_features/6684_seq.pth,dump/alphanumeric/6684_prompt.wav,dump/alphanumeric/6684_seq.wav
tyo,tee why oh,xs6zzp,eks es six z z pee,GroupedGenericPronunciation,p275,train,dump/alphanumeric_features/6685_prompt.pth,dump/alphanumeric_features/6685_seq.pth,dump/alphanumeric/6685_prompt.wav,dump/alphanumeric/6685_seq.wav
sjy,es j why,nqxxgo,aen q eks x jee oo,GroupedGenericPronunciation,p277,train,dump/alphanumeric_features/6686_prompt.pth,dump/alphanumeric_features/6686_seq.pth,dump/alphanumeric/6686_prompt.wav,dump/alphanumeric/6686_seq.wav
